,ADMISSION DATA 2020,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
1330,Information and Communication Technologies (ICTs),Computing with IT Management,TU865,226,,,,226,,331,8,Technological University Dublin,,,,,,,,,,,
1331,Health,Biomedical and Molecular Diagnostics,TU866,487,,,,487,,498,8,Technological University Dublin,,,,,,,,,,,
1332,Health,Biomedical Science,TU867,524,,,,524,,542,8,Technological University Dublin,,,,,,,,,,,
1333,Health,Clinical Measurement Science,TU868,510,,,,510,,520,8,Technological University Dublin,,,,,,,,,,,
1334,Hygiene and occupational health services,Environmental Health,TU869,336,,,,336,,375,8,Technological University Dublin,,,,,,,,,,,
1335,Health,Human Nutrition and Dietetics,TU870,578,,,,578,,589,8,Technological University Dublin,,,,,,,,,,,
1336,Health,Optometry,TU871,509,,,,509,,530,8,Technological University Dublin,,,,,,,,,,,
1337,Biological and related sciences,Public Health Nutrition,TU872,491,,,,491,,512,8,Technological University Dublin,,,,,,,,,,,
1338,Mathematics and statistics,Industrial Mathematics,TU873,250,,250,,250,,392,8,Technological University Dublin,,avp,,,,,,,,,
1339,Mathematics and statistics,Mathematical Sciences,TU874,341,,,,343,,407,8,Technological University Dublin,,,,,,,,,,,
1340,Biological and related sciences,Pharmaceutical Healthcare,TU875,400,,,,400,,440,8,Technological University Dublin,,,,,,,,,,,
1341,Biological and related sciences,Pharmaceutical Science,TU876,377,,349,,349,,391,8,Technological University Dublin,,,,,,,,,,,
1342,Physical sciences,Physics Technology,TU877,308,,,,308,,373,8,Technological University Dublin,,,,,,,,,,,
1343,Physical sciences,Physics with Energy and Environment,TU878,337,,337,,331,,444,8,Technological University Dublin,,avp,,,,,,,,,
1344,Health,Physics with Medical Physics and Bioengineering,TU879,351,,,,351,,403,8,Technological University Dublin,,,,,,,,,,,
1345,Physical sciences,Physics with Data Science,TU880,578,,,,,,,8,Technological University Dublin,,,,,,,,,,,
1346,Manufacturing and processing,Food Innovation,TU881,318,,,,318,,389,8,Technological University Dublin,,,,,,,,,,,
1347,Biological and related sciences,Nutraceuticals in Health and Nutrition,TU882,397,,,,397,,442,8,Technological University Dublin,,,,,,,,,,,
1348,Business and administration,Business,TU901,270,,,,270,,307,8,Technological University Dublin,,,,,,,,,,,
1349,Business and administration,Business (Common Entry with Award options),TU902,271,,,,271,,359,8,Technological University Dublin,,,,,,,,,,,
1350,Business and administration,Business and Management,TU903,463,,,,463,,485,8,Technological University Dublin,,,,,,,,,,,
1351,Business and administration,Business and Law,TU904,462,,,,462,,487,8,Technological University Dublin,,,,,,,,,,,
1352,Social and behavioural sciences,Economics and Finance,TU905,465,,,,465,,488,8,Technological University Dublin,,,,,,,,,,,
1353,Business and administration,Human Resource Management,TU906,395,,,,395,,414,8,Technological University Dublin,,,,,,,,,,,
1354,Business and administration,Logistics and Supply Chain Management,TU907,300,,,,300,,387,8,Technological University Dublin,,,,,,,,,,,
1355,Business and administration,Management,TU908,262,,253,,253,,337,8,Technological University Dublin,,avp,,,,,,,,,
1356,Business and administration,Accounting and Finance,TU909,285,,,,285,,326,8,Technological University Dublin,,,,,,,,,,,
1357,Business and administration,Accounting and Finance,TU910,444,,,,444,,466,8,Technological University Dublin,,,,,,,,,,,
1358,Business and administration,Accounting and Finance,TU911,209,,192,,192,,319,8,Technological University Dublin,,avp,,,,,,,,,
1359,Information and Communication Technologies (ICTs),Business Analytics,TU912,330,,,,330,,366,8,Technological University Dublin,,,,,,,,,,,
1360,Business and administration,Business and Information Technology,TU913,252,,,,252,,299,8,Technological University Dublin,,,,,,,,,,,
1361,Information and Communication Technologies (ICTs),Business Computing,TU914,324,,,,324,,366,8,Technological University Dublin,,,,,,,,,,,
1362,Business and administration,International Business,TU915,252,,,,252,,302,8,Technological University Dublin,,,,,,,,,,,
1363,Business and administration,International Business,TU916,235,,235,,235,,337,8,Technological University Dublin,,avp,,,,,,,,,
1364,Law,Law (LLB ) with a Language,TU917,342,,,,342,,433,8,Technological University Dublin,,,,,,,,,,,
1365,Law,Law (LLB),TU918,451,,,,451,,478,8,Technological University Dublin,,,,,,,,,,,
1366,Business and administration,Advertising and Marketing Communications,TU919,228,,226,,226,,311,8,Technological University Dublin,,avp,,,,,,,,,
1367,Business and administration,Digital Marketing,TU920,270,,,,270,,318,8,Technological University Dublin,,,,,,,,,,,
1368,Business and administration,Digital Marketing Technologies,TU921,212,,212,,234,,300,8,Technological University Dublin,,avp,v,,,,,,,,
1369,Business and administration,Marketing,TU922,418,,,,418,,443,8,Technological University Dublin,,,,,,,,,,,
1370,Business and administration,Marketing Management,TU923,228,,276,,228,,318,8,Technological University Dublin,,avp,,,,,,,,,
1371,Business and administration,E-Commerce in Retailing,TU924,307,,,,307,,380,8,Technological University Dublin,,,,,,,,,,,
1372,Business and administration,Retail and Services Management,TU925,301,,,,301,,362,8,Technological University Dublin,,,,,,,,,,,
1373,Personal services,Sports Management and Coaching,TU935,300,,,,300,,347,8,Technological University Dublin,,,,,,,,,,,
1374,Biological and related sciences,Sports Science and Health,TU936,410,,391,,391,,419,8,Technological University Dublin,,,,,,,,,,,
1375,Personal services,Botanical Cuisine,TU941,249,,,,249,,257,8,Technological University Dublin,,avp,,,,,,,,,
1376,Personal services,Culinary Arts,TU942,212,,212,,212,,340,8,Technological University Dublin,,avp,,,,,,,,,
1377,Personal services,Culinary Entrepreneurship,TU943,278,,,,279,,357,8,Technological University Dublin,,,,,,,,,,,
1378,Personal services,Culinary Science,TU944,316,,,,316,,379,8,Technological University Dublin,,,,,,,,,,,
1379,Personal services,International Hospitality and Tourism Management,TU951,184,,184,,200,,298,8,Technological University Dublin,,avp,v,,,,,,,,
1380,Personal services,International Hospitality Management,TU952,300,,,,306,,368,8,Technological University Dublin,,,,,,,,,,,
1381,Personal services,Tourism and Digital Marketing,TU953,290,,,,290,,359,8,Technological University Dublin,,,,,,,,,,,
1382,Personal services,Event Management,TU954,356,,,,356,,404,8,Technological University Dublin,,,,,,,,,,,
1383,Personal services,Sports & Leisure Management,TU955,217,,317,,217,,347,8,Technological University Dublin,,avp,,,,,,,,,
1384,Arts,Commercial Modern Music,TU961,608,,608,,608,,848,8,Technological University Dublin,#,avp,,,,,,,,,
1385,Arts,Drama (Performance),TU962,379,,,,379,,500,8,Technological University Dublin,#,,,,,,,,,,
1386,Arts,Music,TU963,416,,,,416,,535,8,Technological University Dublin,#,,,,,,,,,,
1387,Business and administration,International Business and Languages,TU965,356,,346,,346,,413,8,Technological University Dublin,,,,,,,,,,,
1388,Languages,Languages and English Studies,TU966,366,,,,434,,466,8,Technological University Dublin,,avp,v,,,,,,,,
1389,Arts,Languages and International Tourism,TU967,308,,,,326,,388,8,Technological University Dublin,,,,,,,,,,,
1390,Arts,Contemporary Visual Culture,TU971,290,,,,290,,320,8,Technological University Dublin,,,,,,,,,,,
1391,Arts,Creative and Cultural Industries,TU972,281,,,,281,,369,8,Technological University Dublin,,,,,,,,,,,
1392,Arts,Design - Visual Communication,TU973,717,,,,717,,865,8,Technological University Dublin,#,,,,,,,,,,
1393,Arts,Fine Art,TU974,709,,563,,563,,826,8,Technological University Dublin,#,,,,,,,,,,
1394,Arts,Interior Design,TU975,632,,,,632,,879,8,Technological University Dublin,#,,,,,,,,,,
1395,Arts,Photography,TU976,695,,,,695,,926,8,Technological University Dublin,#,,,,,,,,,,
1396,Arts,Creative Digital Media,TU981,280,,,,282,,318,8,Technological University Dublin,,,,,,,,,,,
1397,Arts,Creative Digital Media,TU982,320,,311,,311,,352,8,Technological University Dublin,,,,,,,,,,,
1398,Arts,Film and Broadcasting,TU983,456,,451,,451,,484,8,Technological University Dublin,,,,,,,,,,,
1399,Information and Communication Technologies (ICTs),Game Design,TU984,381,,,,381,,419,8,Technological University Dublin,,,,,,,,,,,
1400,Journalism and information,Journalism,TU985,322,,,,322,,377,8,Technological University Dublin,,,,,,,,,,,
1401,Business and administration,Print Media Technology and Management,TU986,289,,,,289,,300,8,Technological University Dublin,,,,,,,,,,,
1402,Welfare,Applied Social Studies in Social Care,TU991,325,,,,325,,352,8,Technological University Dublin,,,,,,,,,,,
1403,Social and behavioural sciences,Community and Youth Development,TU992,251,,,,253,,297,8,Technological University Dublin,,,,,,,,,,,
1404,Welfare,Early Childhood Care and Education,TU993,270,,,,270,,311,8,Technological University Dublin,,,,,,,,,,,
1405,Welfare,Early Childhood Care and Education,TU994,321,,251,,230,,304,8,Technological University Dublin,,,,,,,,,,,
1406,Education,Early Childhood Education,TU995,367,,,,367,,409,8,Technological University Dublin,,,,,,,,,,,
1407,Social and behavioural sciences,Social Care,TU996,400,,,,400,,419,8,Technological University Dublin,,,,,,,,,,,
1408,Welfare,Applied Social Care,TU997,310,,283,,270,,318,8,Technological University Dublin,,,,,,,,,,,
1409,Information and Communication Technologies (ICTs),Applied Computing (options),WD001,260,,260,,260,,413,8,Waterford Institute of Technology,,avp,,,,,,,,,
1410,Physical sciences,Science (options),WD002,308,,,,308,,388,8,Waterford Institute of Technology,,,,,,,,,,,
1411,Business and administration,Business,WD003,AQA,,171,,AQA,,372,6,Waterford Institute of Technology,,avp,,,,,,,,,
1412,Health,Health Sciences (options),WD005,280,,,,280,,338,8,Waterford Institute of Technology,,,,,,,,,,,
1413,Personal services,Exercise Sciences (options),WD006,280,,,,280,,359,8,Waterford Institute of Technology,,,,,,,,,,,
1414,Engineering and engineering trades,Engineering (options),WD007,288,,288,,288,,409,8,Waterford Institute of Technology,,avp,,,,,,,,,
1415,Engineering and engineering trades,Electronic Engineering,WD010,181,,,,181,,318,6,Waterford Institute of Technology,,,,,,,,,,,
1416,Engineering and engineering trades,Mechanical Engineering,WD011,198,,,,198,,341,6,Waterford Institute of Technology,,,,,,,,,,,
1417,Law,Legal Studies,WD013,177,,,,177,,367,6,Waterford Institute of Technology,,,,,,,,,,,
1418,Welfare,Applied Social Care,WD018,171,,,,171,,293,7,Waterford Institute of Technology,,,,,,,,,,,
1419,Personal services,Recreation and Sport Management,WD019,174,,,,174,,309,7,Waterford Institute of Technology,,,,,,,,,,,
1420,Architecture and construction,Construction Management and Engineering,WD025,269,,,,269,,341,8,Waterford Institute of Technology,,,,,,,,,,,
1421,Arts,Music,WD027,262,,,,262,,409,8,Waterford Institute of Technology,#,,,,,,,,,,
1422,Business and administration,Business (options),WD048,271,,,,271,,371,8,Waterford Institute of Technology,,,,,,,,,,,
1423,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,WD076,243,,,,243,,326,7,Waterford Institute of Technology,,,,,,,,,,,
1424,Business and administration,Accounting,WD084,308,,,,308,,411,8,Waterford Institute of Technology,,,,,,,,,,,
1425,Personal services,Hospitality Management,WD091,228,,,,228,,310,8,Waterford Institute of Technology,,,,,,,,,,,
1426,Architecture and construction,Architectural Technology,WD094,166,,150,,150,,351,7,Waterford Institute of Technology,,avp,,,,,,,,,
1427,Agriculture,Horticulture (Waterford - Kildalton),WD096,260,,,,260,,389,7,Waterford Institute of Technology,,,,,,,,,,,
1428,Agriculture,Horticulture (Dublin - National Botanic Gardens),WD097,AQA,,,,AQA,,408,7,Waterford Institute of Technology,,,,,,,,,,,
1429,Health,General Nursing,WD116,422,,,,422,,451,8,Waterford Institute of Technology,,,,,,,,,,,
1430,Health,Psychiatric Nursing,WD117,366,,,,366,,388,8,Waterford Institute of Technology,,,,,,,,,,,
1431,Health,Intellectual Disability Nursing,WD120,377,,,,377,,388,8,Waterford Institute of Technology,,,,,,,,,,,
1432,Agriculture,Agriculture,WD126,327,,,,327,,430,7,Waterford Institute of Technology,,,,,,,,,,,
1433,Business and administration,International Business,WD134,290,,,,290,,362,8,Waterford Institute of Technology,,,,,,,,,,,
1434,Arts,Design (Visual Communications),WD137,271,,,,271,,351,8,Waterford Institute of Technology,,,,,,,,,,,
1435,Architecture and construction,Civil Engineering,WD139,206,,,,206,,379,7,Waterford Institute of Technology,,,,,,,,,,,
1436,Law,Laws,WD140,280,,,,280,,367,8,Waterford Institute of Technology,,,,,,,,,,,
1437,Architecture and construction,Architecture,WD144,284,,,,284,,359,8,Waterford Institute of Technology,,,,,,,,,,,
1438,Physical sciences,Pharmaceutical Science,WD147,293,,,,293,,390,8,Waterford Institute of Technology,,,,,,,,,,,
1439,Welfare,Early Childhood Studies,WD149,271,,,,271,,368,8,Waterford Institute of Technology,,,,,,,,,,,
1440,Law,Criminal Justice Studies,WD150,270,,,,270,,331,8,Waterford Institute of Technology,,,,,,,,,,,
1441,Information and Communication Technologies (ICTs),Software Systems Development,WD151,AQA,,AQA,,AQA,,356,7,Waterford Institute of Technology,,avp,,,,,,,,,
1442,Arts,Visual Art,WD152,AQA,,,,AQA,,317,8,Waterford Institute of Technology,,,,,,,,,,,
1443,Information and Communication Technologies (ICTs),Multimedia Applications Development,WD153,163,,,,163,,353,7,Waterford Institute of Technology,,,,,,,,,,,
1444,Information and Communication Technologies (ICTs),Information Technology,WD155,211,,,,211,,338,7,Waterford Institute of Technology,,,,,,,,,,,
1445,Business and administration,Business,WD159,195,,,,195,,388,7,Waterford Institute of Technology,,,,,,,,,,,
1446,Information and Communication Technologies (ICTs),Computer Forensics and Security,WD161,255,,,,255,,380,8,Waterford Institute of Technology,,,,,,,,,,,
1447,Architecture and construction,Quantity Surveying,WD162,216,,,,216,,306,8,Waterford Institute of Technology,,,,,,,,,,,
1448,Social and behavioural sciences,Psychology,WD163,434,,,,434,,473,8,Waterford Institute of Technology,,,,,,,,,,,
1449,Biological and related sciences,Food Science with Business,WD164,309,,,,309,,440,7,Waterford Institute of Technology,,,,,,,,,,,
1450,Personal services,Culinary Arts,WD172,AQA,,AQA,,AQA,,301,6,Waterford Institute of Technology,,avp,,,,,,,,,
1451,Personal services,Hospitality Studies,WD173,AQA,,,,AQA,,310,6,Waterford Institute of Technology,,,,,,,,,,,
1452,Personal services,Tourism,WD174,AQA,,,,AQA,,226,6,Waterford Institute of Technology,,,,,,,,,,,
1453,Physical sciences,Pharmaceutical Science,WD175,226,,,,226,,392,7,Waterford Institute of Technology,,,,,,,,,,,
1454,Biological and related sciences,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",WD177,222,,,,222,,473,7,Waterford Institute of Technology,,,,,,,,,,,
1455,Engineering and engineering trades,Electrical Engineering,WD182,AQA,,,,AQA,,302,7,Waterford Institute of Technology,,,,,,,,,,,
1456,Business and administration,Retail Management,WD184,163,,,,163,,346,7,Waterford Institute of Technology,,,,,,,,,,,
1457,Personal services,Sports Coaching and Performance,WD186,270,,,,270,,344,8,Waterford Institute of Technology,,,,,,,,,,,
1458,Welfare,Social Science,WD187,272,,,,272,,348,8,Waterford Institute of Technology,,,,,,,,,,,
1459,Health,Applied Health Care,WD188,201,,,,201,,349,7,Waterford Institute of Technology,,,,,,,,,,,
1460,Agriculture,Agricultural Science,WD191,377,,,,377,,420,8,Waterford Institute of Technology,,,,,,,,,,,
1461,Welfare,Social Care Practice,WD192,270,,,,270,,326,8,Waterford Institute of Technology,,,,,,,,,,,
1462,Business and administration,Marketing and Digital Media,WD193,271,,,,271,,347,8,Waterford Institute of Technology,,,,,,,,,,,
1463,Personal services,Culinary Arts,WD194,217,,,,217,,321,8,Waterford Institute of Technology,,,,,,,,,,,
1464,Architecture and construction,Architectural and Building Information Modelling Technology,WD195,279,,,,279,,367,8,Waterford Institute of Technology,,,,,,,,,,,
1465,Arts,Arts (options),WD200,AQA,,AQA,,AQA,,336,8,Waterford Institute of Technology,,avp,,,,,,,,,
1466,Health,Molecular Biology with Biopharmaceutical Science,WD205,228,,,,228,,446,7,Waterford Institute of Technology,,,,,,,,,,,
1467,Engineering and engineering trades,Electronic Engineering,WD206,179,,,,179,,373,7,Waterford Institute of Technology,,,,,,,,,,,
1468,Engineering and engineering trades,Mechanical Engineering,WD207,198,,,,198,,365,7,Waterford Institute of Technology,,,,,,,,,,,
1469,Manufacturing and processing,Manufacturing Engineering,WD208,188,,,,188,,339,7,Waterford Institute of Technology,,,,,,,,,,,
1470,Information and Communication Technologies (ICTs),Software Systems Development,WD210,279,,,,279,,337,8,Waterford Institute of Technology,,,,,,,,,,,
1471,Information and Communication Technologies (ICTs),Creative Computing,WD211,271,,,,271,,318,8,Waterford Institute of Technology,,,,,,,,,,,
